Model,DPO4034
-9.2534e-04,0.0008
-9.2514e-04,0.0008
-9.2494e-04,0
-9.2474e-04,-0.0004
-9.2454e-04,0
-9.2434e-04,-0.0004
-9.2414e-04,0.0008
-9.2394e-04,0.0008
-9.2374e-04,0.0012
-9.2354e-04,0
-9.2334e-04,0
-9.2314e-04,0.0004
-9.2294e-04,0
-9.2274e-04,0
-9.2254e-04,0
-9.2234e-04,0.0004
-9.2214e-04,0
-9.2194e-04,0
-9.2174e-04,0.0008
-9.2154e-04,0.0008
-9.2134e-04,0
-9.2114e-04,0.0008
-9.2094e-04,0.0004
-9.2074e-04,0.0008
-9.2054e-04,0.0004
-9.2034e-04,0.0008
-9.2014e-04,0.0008
-9.1994e-04,0.0008
-9.1974e-04,0
-9.1954e-04,0.0004
-9.1934e-04,0.0004
-9.1914e-04,-0.0004
-9.1894e-04,0.0004
-9.1874e-04,0.0008
-9.1854e-04,0
-9.1834e-04,0.0008
-9.1814e-04,0.0004
-9.1794e-04,0.0008
-9.1774e-04,0.0012
-9.1754e-04,0
-9.1734e-04,0
-9.1714e-04,0.0004
-9.1694e-04,0.0004
-9.1674e-04,0.0008
-9.1654e-04,0
-9.1634e-04,0.0004
-9.1614e-04,0
-9.1594e-04,0.0004
-9.1574e-04,-0.0004
-9.1554e-04,0.0004
-9.1534e-04,0.0008
-9.1514e-04,0.0008
-9.1494e-04,0
-9.1474e-04,0
-9.1454e-04,0
-9.1434e-04,0.0008
-9.1414e-04,0.0008
-9.1394e-04,0
-9.1374e-04,0
-9.1354e-04,0.0004
-9.1334e-04,0
-9.1314e-04,0.0004
-9.1294e-04,0.0008
-9.1274e-04,0
-9.1254e-04,0
-9.1234e-04,0.0004
-9.1214e-04,0.0008
-9.1194e-04,0.0012
-9.1174e-04,0.0008
-9.1154e-04,0.0004
-9.1134e-04,-0.0004
-9.1114e-04,0.0004
-9.1094e-04,0
-9.1074e-04,0.0004
-9.1054e-04,0.0012
-9.1034e-04,0.0008
-9.1014e-04,0.0008
-9.0994e-04,0
-9.0974e-04,0.0004
-9.0954e-04,0.0004
-9.0934e-04,0.0008
-9.0914e-04,0.0004
-9.0894e-04,0
-9.0874e-04,-0.0008
-9.0854e-04,0
-9.0834e-04,-0.0004
-9.0814e-04,0.0016
-9.0794e-04,0.0004
-9.0774e-04,0
-9.0754e-04,0.0008
-9.0734e-04,0.0008
-9.0714e-04,0
-9.0694e-04,0.0012
-9.0674e-04,0
-9.0654e-04,0
-9.0634e-04,0.0008
-9.0614e-04,0
-9.0594e-04,0
-9.0574e-04,0
-9.0554e-04,0
-9.0534e-04,0.0004
-9.0514e-04,0.0004
-9.0494e-04,0
-9.0474e-04,0.0004
-9.0454e-04,0.0004
-9.0434e-04,0.0004
-9.0414e-04,0.0004
-9.0394e-04,0.0004
-9.0374e-04,0
-9.0354e-04,0.0004
-9.0334e-04,0.0004
-9.0314e-04,0
-9.0294e-04,0.0008
-9.0274e-04,0.0012
-9.0254e-04,-0.0004
-9.0234e-04,0
-9.0214e-04,-0.0004
-9.0194e-04,0.0008
-9.0174e-04,0
-9.0154e-04,0.0008
-9.0134e-04,0.0004
-9.0114e-04,0.0008
-9.0094e-04,0.0004
-9.0074e-04,0.0004
-9.0054e-04,0
-9.0034e-04,0
-9.0014e-04,0.0004
-8.9994e-04,0
-8.9974e-04,0.0008
-8.9954e-04,0
-8.9934e-04,0
-8.9914e-04,0.0008
-8.9894e-04,0.0008
-8.9874e-04,0.0008
-8.9854e-04,0.0012
-8.9834e-04,0.0004
-8.9814e-04,0.0004
-8.9794e-04,0.0008
-8.9774e-04,0
-8.9754e-04,0
-8.9734e-04,0
-8.9714e-04,0.0004
-8.9694e-04,0.0004
-8.9674e-04,0
-8.9654e-04,0.0012
-8.9634e-04,0.0008
-8.9614e-04,0.0008
-8.9594e-04,0
-8.9574e-04,0
-8.9554e-04,-0.0004
-8.9534e-04,0.0004
-8.9514e-04,-0.0004
-8.9494e-04,0
-8.9474e-04,0.0004
-8.9454e-04,0.0008
-8.9434e-04,0.0004
-8.9414e-04,0.0004
-8.9394e-04,0.0008
-8.9374e-04,-0.0004
-8.9354e-04,-0.0004
-8.9334e-04,0
-8.9314e-04,0
-8.9294e-04,0
-8.9274e-04,0.0008
-8.9254e-04,0
-8.9234e-04,0
-8.9214e-04,0.0004
-8.9194e-04,0.0004
-8.9174e-04,0.0004
-8.9154e-04,0.0004
-8.9134e-04,0.0004
-8.9114e-04,0.0008
-8.9094e-04,0.0008
-8.9074e-04,0.0012
-8.9054e-04,0
-8.9034e-04,0
-8.9014e-04,0
-8.8994e-04,0.0008
-8.8974e-04,0
-8.8954e-04,0.0004
-8.8934e-04,-0.0004
-8.8914e-04,0.0008
-8.8894e-04,0
-8.8874e-04,0.0008
-8.8854e-04,-0.0004
-8.8834e-04,0.0004
-8.8814e-04,-0.0004
-8.8794e-04,0.0004
-8.8774e-04,0
-8.8754e-04,0.0004
-8.8734e-04,0.0004
-8.8714e-04,0
-8.8694e-04,0.0004
-8.8674e-04,0.0004
-8.8654e-04,0
-8.8634e-04,0
-8.8614e-04,0.0004
-8.8594e-04,0
-8.8574e-04,-0.0004
-8.8554e-04,0.0008
-8.8534e-04,0.0004
-8.8514e-04,0
-8.8494e-04,0.0004
-8.8474e-04,0
-8.8454e-04,0.0004
-8.8434e-04,0.0004
-8.8414e-04,-0.0004
-8.8394e-04,0.0004
-8.8374e-04,0
-8.8354e-04,0
-8.8334e-04,-0.0004
-8.8314e-04,0.0004
-8.8294e-04,0.0004
-8.8274e-04,0
-8.8254e-04,0
-8.8234e-04,0.0012
-8.8214e-04,0
-8.8194e-04,0.0004
-8.8174e-04,-0.0004
-8.8154e-04,0.0008
-8.8134e-04,0.0004
-8.8114e-04,0
-8.8094e-04,0
-8.8074e-04,0.0012
-8.8054e-04,0.0004
-8.8034e-04,0.0008
-8.8014e-04,0.0012
-8.7994e-04,0.0004
-8.7974e-04,0.0004
-8.7954e-04,0.0004
-8.7934e-04,0.0004
-8.7914e-04,0.0008
-8.7894e-04,0
-8.7874e-04,0
-8.7854e-04,0
-8.7834e-04,0.0004
-8.7814e-04,0.0008
-8.7794e-04,0.0004
-8.7774e-04,0.0008
-8.7754e-04,0.0008
-8.7734e-04,0.0004
-8.7714e-04,0.0008
-8.7694e-04,0
-8.7674e-04,0.0008
-8.7654e-04,0.0004
-8.7634e-04,0
-8.7614e-04,0.0004
-8.7594e-04,0
-8.7574e-04,0.0004
-8.7554e-04,0
-8.7534e-04,0.0004
-8.7514e-04,-0.0004
-8.7494e-04,0.0004
-8.7474e-04,0.0008
-8.7454e-04,0.0008
-8.7434e-04,0.0004
-8.7414e-04,0.0008
-8.7394e-04,0
-8.7374e-04,0
-8.7354e-04,0.0008
-8.7334e-04,0
-8.7314e-04,-0.0004
-8.7294e-04,0.0008
-8.7274e-04,0
-8.7254e-04,0.0004
-8.7234e-04,0.0012
-8.7214e-04,0.0008
-8.7194e-04,0.0004
-8.7174e-04,-0.0004
-8.7154e-04,0
-8.7134e-04,0.0004
-8.7114e-04,0.0008
-8.7094e-04,0
-8.7074e-04,-0.0004
-8.7054e-04,0.0004
-8.7034e-04,0.0004
-8.7014e-04,0.0004
-8.6994e-04,0.0004
-8.6974e-04,0
-8.6954e-04,0.0008
-8.6934e-04,0
-8.6914e-04,0
-8.6894e-04,0.0004
-8.6874e-04,0.0004
-8.6854e-04,0
-8.6834e-04,0.0008
-8.6814e-04,0.0004
-8.6794e-04,0.0012
-8.6774e-04,0.0008
-8.6754e-04,0.0004
-8.6734e-04,0.0004
-8.6714e-04,0.0004
-8.6694e-04,0
-8.6674e-04,0
-8.6654e-04,0.0004
-8.6634e-04,0.0008
-8.6614e-04,-0.0004
-8.6594e-04,0.0004
-8.6574e-04,0.0008
-8.6554e-04,0.0008
-8.6534e-04,0.0008
-8.6514e-04,0.0004
-8.6494e-04,0.0004
-8.6474e-04,-0.0004
-8.6454e-04,0.0004
-8.6434e-04,0
-8.6414e-04,0
-8.6394e-04,0
-8.6374e-04,0.0008
-8.6354e-04,0.0004
-8.6334e-04,0.0004
-8.6314e-04,0.0008
-8.6294e-04,0.0004
-8.6274e-04,0.0004
-8.6254e-04,0.0004
-8.6234e-04,0
-8.6214e-04,-0.0004
-8.6194e-04,0
-8.6174e-04,0
-8.6154e-04,-0.0008
-8.6134e-04,0.0008
-8.6114e-04,0.0008
-8.6094e-04,0.0004
-8.6074e-04,0.002
-8.6054e-04,0.0012
-8.6034e-04,0
-8.6014e-04,0.0004
-8.5994e-04,0
-8.5974e-04,0.0008
-8.5954e-04,0.0008
-8.5934e-04,0.0012
-8.5914e-04,0
-8.5894e-04,-0.0004
-8.5874e-04,0.0012
-8.5854e-04,-0.0004
-8.5834e-04,0
-8.5814e-04,0.0016
-8.5794e-04,0
-8.5774e-04,0.0016
-8.5754e-04,0.0004
-8.5734e-04,0.0008
-8.5714e-04,0.0008
-8.5694e-04,0
-8.5674e-04,0.0004
-8.5654e-04,0.0008
-8.5634e-04,0.0004
-8.5614e-04,-0.0004
-8.5594e-04,0.0004
-8.5574e-04,0.0008
-8.5554e-04,0.0004
-8.5534e-04,0.0004
-8.5514e-04,0.0004
-8.5494e-04,-0.0004
-8.5474e-04,0.0008
-8.5454e-04,0
-8.5434e-04,0
-8.5414e-04,-0.0004
-8.5394e-04,0.0004
-8.5374e-04,0.0008
-8.5354e-04,0
-8.5334e-04,0.0008
-8.5314e-04,-0.0008
-8.5294e-04,0
-8.5274e-04,-0.0004
-8.5254e-04,0
-8.5234e-04,0.0008
-8.5214e-04,0.0004
-8.5194e-04,0.0004
-8.5174e-04,0.0008
-8.5154e-04,0.0008
-8.5134e-04,0.0004
-8.5114e-04,0.0012
-8.5094e-04,0.0004
-8.5074e-04,0.0004
-8.5054e-04,0
-8.5034e-04,-0.0004
-8.5014e-04,0.0008
-8.4994e-04,0
-8.4974e-04,0
-8.4954e-04,0.0004
-8.4934e-04,0.0008
-8.4914e-04,0
-8.4894e-04,0.0004
-8.4874e-04,0.002
-8.4854e-04,0.0008
-8.4834e-04,-0.0004
-8.4814e-04,0.0008
-8.4794e-04,0.0008
-8.4774e-04,0.0008
-8.4754e-04,0.0004
-8.4734e-04,0.0004
-8.4714e-04,0.0004
-8.4694e-04,-0.0004
-8.4674e-04,0.0008
-8.4654e-04,0.0008
-8.4634e-04,0.0008
-8.4614e-04,0
-8.4594e-04,0.0008
-8.4574e-04,0.0004
-8.4554e-04,0
-8.4534e-04,0
-8.4514e-04,0.0012
-8.4494e-04,0.0008
-8.4474e-04,0
-8.4454e-04,0
-8.4434e-04,0
-8.4414e-04,0.0004
-8.4394e-04,0
-8.4374e-04,0.0012
-8.4354e-04,0.0008
-8.4334e-04,0
-8.4314e-04,0.0008
-8.4294e-04,0.0008
-8.4274e-04,0.0004
-8.4254e-04,0.0004
-8.4234e-04,-0.0004
-8.4214e-04,0
-8.4194e-04,0.0004
-8.4174e-04,0.0008
-8.4154e-04,0.0004
-8.4134e-04,-0.0004
-8.4114e-04,0
-8.4094e-04,0.0004
-8.4074e-04,-0.0004
-8.4054e-04,0.0008
-8.4034e-04,0.0004
-8.4014e-04,-0.0004
-8.3994e-04,0.0004
-8.3974e-04,0.0008
-8.3954e-04,0.0008
-8.3934e-04,0.0008
-8.3914e-04,0
-8.3894e-04,0
-8.3874e-04,0.0004
-8.3854e-04,0.0008
-8.3834e-04,0.0004
-8.3814e-04,0.0004
-8.3794e-04,0.0008
-8.3774e-04,0.0008
-8.3754e-04,0.0012
-8.3734e-04,0.0004
-8.3714e-04,0.0008
-8.3694e-04,0.0008
-8.3674e-04,0.0008
-8.3654e-04,0.0004
-8.3634e-04,0.0004
-8.3614e-04,-0.0004
-8.3594e-04,0
-8.3574e-04,0
-8.3554e-04,0.0004
-8.3534e-04,0.0004
-8.3514e-04,0.0004
-8.3494e-04,0.0008
-8.3474e-04,0.0004
-8.3454e-04,-0.0004
-8.3434e-04,0.0004
-8.3414e-04,0.0004
-8.3394e-04,-0.0004
-8.3374e-04,0
-8.3354e-04,-0.0004
-8.3334e-04,0.0008
-8.3314e-04,0.0004
-8.3294e-04,0
-8.3274e-04,0.0012
-8.3254e-04,0.0004
-8.3234e-04,0.0004
-8.3214e-04,0
-8.3194e-04,0.0004
-8.3174e-04,-0.0004
-8.3154e-04,0.0008
-8.3134e-04,0.0008
-8.3114e-04,0.0004
-8.3094e-04,-0.0004
-8.3074e-04,0.0004
-8.3054e-04,0.0008
-8.3034e-04,0.0008
-8.3014e-04,-0.0004
-8.2994e-04,0.0004
-8.2974e-04,0.0004
-8.2954e-04,0.0004
-8.2934e-04,0.0008
-8.2914e-04,-0.0004
-8.2894e-04,0.0008
-8.2874e-04,0.0004
-8.2854e-04,0
-8.2834e-04,-0.0004
-8.2814e-04,0
-8.2794e-04,0.0004
-8.2774e-04,0
-8.2754e-04,0.0008
-8.2734e-04,-0.0004
-8.2714e-04,0
-8.2694e-04,0.0008
-8.2674e-04,-0.0004
-8.2654e-04,0.0004
-8.2634e-04,0
-8.2614e-04,0
-8.2594e-04,-0.0004
-8.2574e-04,0
-8.2554e-04,-0.0004
-8.2534e-04,0.0004
-8.2514e-04,0
-8.2494e-04,-0.0004
-8.2474e-04,0.0004
-8.2454e-04,0.0004
-8.2434e-04,0
-8.2414e-04,0.0008
-8.2394e-04,0
-8.2374e-04,0.0004
-8.2354e-04,0
-8.2334e-04,0.0004
-8.2314e-04,-0.0008
-8.2294e-04,0
-8.2274e-04,0
-8.2254e-04,0.0004
-8.2234e-04,0.0012
-8.2214e-04,0
-8.2194e-04,0
-8.2174e-04,0.0008
-8.2154e-04,-0.0004
-8.2134e-04,0.0008
-8.2114e-04,0.0008
-8.2094e-04,0.0004
-8.2074e-04,0.0004
-8.2054e-04,0.0008
-8.2034e-04,0.0004
-8.2014e-04,0.0008
-8.1994e-04,-0.0004
-8.1974e-04,0.0004
-8.1954e-04,0.0008
-8.1934e-04,0.0008
-8.1914e-04,0.0004
-8.1894e-04,0.0004
-8.1874e-04,0
-8.1854e-04,-0.0004
-8.1834e-04,0.0004
-8.1814e-04,0.0008
-8.1794e-04,0.0004
-8.1774e-04,0.0004
-8.1754e-04,0
-8.1734e-04,0.0004
-8.1714e-04,0
-8.1694e-04,0
-8.1674e-04,0.0004
-8.1654e-04,0.0004
-8.1634e-04,0.0004
-8.1614e-04,0
-8.1594e-04,0.0004
-8.1574e-04,0
-8.1554e-04,0.0008
-8.1534e-04,0
-8.1514e-04,0.0008
-8.1494e-04,-0.0004
-8.1474e-04,0
-8.1454e-04,0.0004
-8.1434e-04,0
-8.1414e-04,0
-8.1394e-04,0.0008
-8.1374e-04,-0.0004
-8.1354e-04,0
-8.1334e-04,0.0012
-8.1314e-04,0
-8.1294e-04,-0.0004
-8.1274e-04,0.0004
-8.1254e-04,0
-8.1234e-04,0.0004
-8.1214e-04,-0.0004
-8.1194e-04,-0.0004
-8.1174e-04,0
-8.1154e-04,0.0012
-8.1134e-04,0
-8.1114e-04,0.0004
-8.1094e-04,0.0004
-8.1074e-04,0.0004
-8.1054e-04,0.0004
-8.1034e-04,0
-8.1014e-04,0.0008
-8.0994e-04,0
-8.0974e-04,0.0012
-8.0954e-04,0
-8.0934e-04,0.0004
-8.0914e-04,0.0004
-8.0894e-04,0.0008
-8.0874e-04,0.0008
-8.0854e-04,0.0012
-8.0834e-04,0
-8.0814e-04,-0.0004
-8.0794e-04,0.0004
-8.0774e-04,0.0008
-8.0754e-04,0.0008
-8.0734e-04,-0.0004
-8.0714e-04,0.0004
-8.0694e-04,0.0004
-8.0674e-04,0
-8.0654e-04,0
-8.0634e-04,0.0008
-8.0614e-04,0.0012
-8.0594e-04,0
-8.0574e-04,0
-8.0554e-04,0
-8.0534e-04,0.0004
-8.0514e-04,0
-8.0494e-04,0
-8.0474e-04,-0.0004
-8.0454e-04,0.0004
-8.0434e-04,-0.0004
