     1 , 5203211.00
     2 , 5180585.50
     3 , 5254611.00
     4 , 5041289.50
     5 , 5068775.50
     6 , 4776216.50
     7 , 4631585.00
     8 , 4440165.50
     9 , 4314159.00
    10 , 4254128.50
    11 , 4003661.50
    12 , 3721961.50
    13 , 3502833.50
    14 , 3445520.75
    15 , 2892164.00
    16 , 2737205.50
    17 , 2469076.75
    18 , 2180542.25
    19 , 1849386.12
    20 , 1506850.50
    21 , 1283158.50
    22 ,  572815.12
    23 ,  740570.56
    24 ,  139686.70
    25 ,  -38137.95
    26 , -631170.88
    27 , -811365.25
    28 , -1026058.62
    29 , -1293230.88
    30 , -1748631.88
    31 , -1806148.88
    32 , -2262739.50
    33 , -2172862.00
    34 , -2663327.00
    35 , -3030241.50
    36 , -2956747.25
    37 , -3198823.25
    38 , -3469624.50
    39 , -3586478.00
    40 , -3747191.00
    41 , -3933880.50
    42 , -3971904.00
    43 , -4037754.75
    44 , -4034748.00
    45 , -4359799.00
    46 , -4230976.50
    47 , -4247927.50
    48 , -4154870.00
    49 , -4009543.00
    50 , -4151582.75
    51 , -4131520.00
    52 , -3858854.00
    53 , -3858805.00
    54 , -3686824.75
    55 , -3558674.00
    56 , -3519427.75
    57 , -3213489.75
    58 , -2994011.75
    59 , -2846281.50
    60 , -2559565.75
    61 , -2371421.00
    62 , -2021176.50
    63 , -1956376.38
    64 , -1517252.00
    65 , -1475862.25
    66 , -1057902.75
    67 , -893548.75
    68 , -589380.31
    69 , -467842.53
    70 , -175878.22
    71 ,  109071.96
    72 ,  371778.81
    73 ,  692078.50
    74 ,  997565.88
    75 , 1093487.25
    76 , 1573471.75
    77 , 1724083.62
    78 , 1926878.25
    79 , 1927021.50
    80 , 2227951.25
    81 , 2327188.75
    82 , 2535335.00
    83 , 2764124.00
    84 , 2681279.75
    85 , 2956376.25
    86 , 3019741.25
    87 , 3122561.75
    88 , 3037554.75
    89 , 3094763.50
    90 , 3233365.50
    91 , 3188807.75
    92 , 3108137.00
    93 , 2934481.00
    94 , 2959103.25
    95 , 2773675.75
    96 , 2864124.75
    97 , 2700485.00
    98 , 2492826.00
    99 , 2282651.50
   100 , 2426738.75
   101 , 2198996.75
   102 , 1857942.62
   103 , 1636880.00
   104 , 1231147.00
   105 , 1097898.75
   106 ,  905525.69
   107 ,  604932.31
   108 ,  472605.06
   109 ,   95197.20
   110 , -261290.50
   111 , -322810.38
   112 , -450332.25
   113 , -791913.75
   114 , -1202065.75
   115 , -1397167.25
   116 , -1759423.50
   117 , -1917830.62
   118 , -2134028.75
   119 , -2415164.00
   120 , -2465866.50
   121 , -2814926.50
   122 , -3073946.50
   123 , -3469812.75
   124 , -3434294.25
   125 , -3613130.50
   126 , -3740152.50
   127 , -3955869.00
   128 , -3982340.00
   129 , -4009364.00
   130 , -4199011.00
   131 , -4245258.50
   132 , -4073196.50
   133 , -4155674.25
   134 , -4335656.00
   135 , -4315432.00
   136 , -4172432.00
   137 , -3916975.00
   138 , -4025774.00
   139 , -3718474.50
   140 , -3642843.50
   141 , -3596079.75
   142 , -3378961.75
   143 , -3199778.00
   144 , -3217299.75
   145 , -2809059.00
   146 , -2502091.25
   147 , -2302203.25
   148 , -2250904.75
   149 , -1702618.62
   150 , -1631979.62
   151 , -1109787.75
   152 , -1091369.25
   153 , -695474.12
   154 , -242874.09
   155 ,  -60541.92
   156 ,  136185.09
   157 ,  608494.44
   158 ,  875583.75
   159 , 1097493.38
   160 , 1717170.25
   161 , 1867768.25
   162 , 2185778.25
   163 , 2356333.50
   164 , 2766350.50
   165 , 3129571.50
   166 , 3210368.00
   167 , 3535104.50
   168 , 3796787.75
   169 , 3817510.75
   170 , 4392996.00
   171 , 4398195.50
   172 , 4542906.00
   173 , 4579313.00
   174 , 4893099.00
   175 , 5042271.00
   176 , 4980122.00
   177 , 5182129.00
   178 , 5199250.00
   179 , 5220981.50
   180 , 5140497.50
   181 , 5208500.00
   182 , 5316158.50
   183 , 5118289.00
   184 , 4921322.00
   185 , 4920207.00
   186 , 4816890.00
   187 , 4863431.00
   188 , 4689427.00
   189 , 4322600.50
   190 , 4197176.00
   191 , 3960933.00
   192 , 3713208.50
   193 , 3576390.25
   194 , 3363555.75
   195 , 2989473.00
   196 , 2708056.75
   197 , 2610822.50
   198 , 2022303.25
   199 , 1817366.25
   200 , 1451462.62
   201 , 1157735.25
   202 , 1084622.75
   203 ,  567234.56
   204 ,  166704.64
   205 ,    8422.84
   206 , -325800.09
   207 , -520326.12
   208 , -787978.56
   209 , -1527191.38
   210 , -1471520.25
   211 , -1907312.12
   212 , -2216687.75
   213 , -2186123.50
   214 , -2775484.50
   215 , -2877737.75
   216 , -3094075.25
   217 , -3354353.50
   218 , -3339633.75
   219 , -3597912.00
   220 , -3831954.00
   221 , -3866937.50
   222 , -3864393.00
   223 , -4002552.00
   224 , -4053707.00
   225 , -4273010.50
   226 , -4194205.50
   227 , -4139610.00
   228 , -4068346.00
   229 , -4058337.00
   230 , -4060132.25
   231 , -4154954.75
   232 , -3966985.75
   233 , -3897448.00
   234 , -3713758.75
   235 , -3467947.75
   236 , -3546661.50
   237 , -3104419.00
   238 , -3047198.25
   239 , -2824490.50
   240 , -2692832.50
   241 , -2478292.50
   242 , -2241893.25
   243 , -1828170.75
   244 , -1742247.25
   245 , -1348285.50
   246 , -1004882.75
   247 , -927237.69
   248 , -574592.81
   249 , -324591.03
   250 , -150142.11
   251 ,  232555.72
   252 ,  517407.88
   253 ,  556887.88
   254 , 1064475.38
   255 , 1323679.00
   256 , 1406026.62
   257 , 1643979.88
   258 , 1791773.12
   259 , 2024972.50
   260 , 2243385.75
   261 , 2613844.75
   262 , 2563660.00
   263 , 2723225.75
   264 , 2814009.50
   265 , 2949637.75
   266 , 2872698.75
   267 , 3148819.00
   268 , 3199200.75
   269 , 3104990.00
   270 , 3266845.50
   271 , 3089626.00
   272 , 3088836.00
   273 , 3042544.50
   274 , 2918235.50
   275 , 2898288.00
   276 , 2744492.50
   277 , 2636309.75
   278 , 2729327.25
   279 , 2398239.50
   280 , 2156334.75
   281 , 2109002.50
   282 , 1927963.62
   283 , 1606702.25
   284 , 1407967.75
   285 , 1020704.06
   286 , 1083727.62
   287 ,  763607.75
   288 ,  446276.19
   289 ,  199410.25
   290 , -194367.89
   291 , -257372.53
   292 , -497469.34
   293 , -865509.69
   294 , -1142923.88
   295 , -1273473.38
   296 , -1541278.12
   297 , -1888005.00
   298 , -2158299.75
   299 , -2442504.25
   300 , -2587831.25
   301 , -2720748.50
   302 , -3190860.50
   303 , -3270213.75
   304 , -3495008.50
   305 , -3556079.00
   306 , -3580576.50
   307 , -3887568.50
   308 , -3839209.75
   309 , -4177729.00
   310 , -4198269.50
   311 , -4219038.00
   312 , -4262350.50
   313 , -4209137.00
   314 , -4176977.00
   315 , -4196232.00
   316 , -4079104.00
   317 , -3961033.25
   318 , -4073040.75
   319 , -3968798.00
   320 , -3710822.75
   321 , -3586795.75
   322 , -3341279.25
   323 , -3330657.25
   324 , -3116900.50
   325 , -2916755.00
   326 , -2595013.75
   327 , -2393832.75
   328 , -2189762.25
   329 , -2065109.62
   330 , -1545374.12
   331 , -1155449.88
   332 , -886073.19
   333 , -618612.69
   334 , -468734.53
   335 ,   21431.95
   336 ,  209653.12
   337 ,  654359.75
   338 ,  843394.81
   339 , 1198167.12
   340 , 1656199.25
   341 , 1770558.38
   342 , 2140472.50
   343 , 2488457.25
   344 , 2661412.75
   345 , 2909694.25
   346 , 3076451.75
   347 , 3550967.25
   348 , 3781552.00
   349 , 3963826.50
   350 , 4176115.00
   351 , 4442509.00
   352 , 4510218.00
   353 , 4764806.00
   354 , 4846971.50
   355 , 4833025.50
   356 , 4841627.00
   357 , 5054895.50
   358 , 5015819.00
   359 , 5364590.00
   360 , 5308949.00
   361 , 5133494.50
   362 , 5217955.00
   363 , 4982841.00
   364 , 5162909.50
   365 , 5129579.50
   366 , 5053349.50
   367 , 4735009.00
   368 , 4557510.00
   369 , 4361435.50
   370 , 4114530.25
   371 , 3915040.75
   372 , 3755959.50
   373 , 3449205.50
   374 , 3208502.50
   375 , 3046119.50
   376 , 2661134.00
   377 , 2474245.75
   378 , 2196427.75
   379 , 1873966.12
   380 , 1572195.75
   381 , 1336148.75
   382 ,  859594.12
   383 ,  665586.25
   384 ,  272943.97
   385 ,   41896.59
   386 , -391045.06
   387 , -621046.88
   388 , -973071.00
   389 , -1324891.88
   390 , -1522595.38
   391 , -2015013.75
   392 , -2046280.50
   393 , -2469013.25
